2020-07-30,08:00,889.000
2020-07-30,08:01,888.954
2020-07-30,08:02,888.962
2020-07-30,08:03,888.962
2020-07-30,08:04,888.962
2020-07-30,08:05,888.962
2020-07-30,08:06,888.743
2020-07-30,08:07,888.743
2020-07-30,08:08,888.743
2020-07-30,08:09,888.743
2020-07-30,08:10,888.743
2020-07-30,08:11,888.743
2020-07-30,08:12,888.743
2020-07-30,08:13,888.743
2020-07-30,08:14,888.743
2020-07-30,08:15,888.743
2020-07-30,08:16,888.743
2020-07-30,08:17,888.743
2020-07-30,08:18,888.757
2020-07-30,08:19,888.757
2020-07-30,08:20,888.757
2020-07-30,08:21,888.757
2020-07-30,08:22,888.777
2020-07-30,08:23,888.777
2020-07-30,08:24,888.777
2020-07-30,08:25,888.777
2020-07-30,08:26,888.777
2020-07-30,08:27,888.777
2020-07-30,08:28,888.777
2020-07-30,08:29,888.777
2020-07-30,08:30,888.777
2020-07-30,08:31,888.831
2020-07-30,08:32,888.831
2020-07-30,08:33,888.952
2020-07-30,08:34,889.023
2020-07-30,08:35,889.023
2020-07-30,08:36,889.023
2020-07-30,08:37,889.034
2020-07-30,08:38,889.034
2020-07-30,08:39,889.034
2020-07-30,08:40,889.034
2020-07-30,08:41,889.034
2020-07-30,08:42,889.034
2020-07-30,08:43,889.034
2020-07-30,08:44,889.034
2020-07-30,08:45,889.034
2020-07-30,08:46,889.034
2020-07-30,08:47,889.034
2020-07-30,08:48,889.034
2020-07-30,08:49,889.034
2020-07-30,08:50,889.034
2020-07-30,08:51,889.046
2020-07-30,08:52,889.046
2020-07-30,08:53,889.046
2020-07-30,08:54,889.046
2020-07-30,08:55,889.046
2020-07-30,08:56,889.046
2020-07-30,08:57,889.046
2020-07-30,08:58,889.046
2020-07-30,08:59,889.046
2020-07-30,09:00,889.046
2020-07-30,09:01,889.046
2020-07-30,09:02,889.046
2020-07-30,09:03,889.046
2020-07-30,09:04,889.046
2020-07-30,09:05,889.051
2020-07-30,09:06,889.051
2020-07-30,09:07,889.051
2020-07-30,09:08,889.051
2020-07-30,09:09,889.051
2020-07-30,09:10,889.051
2020-07-30,09:11,889.051
2020-07-30,09:12,889.051
2020-07-30,09:13,889.051
2020-07-30,09:14,889.050
2020-07-30,09:15,889.050
2020-07-30,09:16,889.050
2020-07-30,09:17,889.050
2020-07-30,09:18,889.050
2020-07-30,09:19,889.050
2020-07-30,09:20,889.050
2020-07-30,09:21,889.050
2020-07-30,09:22,889.050
2020-07-30,09:23,889.050
2020-07-30,09:24,889.050
2020-07-30,09:25,889.050
2020-07-30,09:26,889.050
2020-07-30,09:27,889.050
2020-07-30,09:28,889.050
2020-07-30,09:29,889.056
2020-07-30,09:30,889.071
2020-07-30,09:31,889.071
2020-07-30,09:32,889.071
2020-07-30,09:33,889.071
2020-07-30,09:34,889.071
2020-07-30,09:35,889.071
2020-07-30,09:36,889.071
2020-07-30,09:37,889.071
2020-07-30,09:38,889.071
2020-07-30,09:39,889.071
2020-07-30,09:40,889.071
2020-07-30,09:41,889.071
2020-07-30,09:42,889.071
2020-07-30,09:43,889.071
2020-07-30,09:44,889.071
2020-07-30,09:45,889.071
2020-07-30,09:46,889.071
2020-07-30,09:47,889.071
2020-07-30,09:48,889.071
2020-07-30,09:49,889.075
2020-07-30,09:50,889.075
2020-07-30,09:51,889.075
2020-07-30,09:52,889.075
2020-07-30,09:53,889.075
2020-07-30,09:54,889.075
2020-07-30,09:55,889.075
2020-07-30,09:56,889.077
2020-07-30,09:57,889.077
2020-07-30,09:58,889.077
2020-07-30,09:59,889.077
2020-07-30,10:00,889.077
2020-07-30,10:01,889.077
2020-07-30,10:02,889.077
2020-07-30,10:03,889.077
2020-07-30,10:04,889.077
2020-07-30,10:05,889.077
2020-07-30,10:06,889.077
2020-07-30,10:07,889.077
2020-07-30,10:08,889.077
2020-07-30,10:09,889.077
2020-07-30,10:10,889.077
2020-07-30,10:11,889.077
2020-07-30,10:12,889.077
2020-07-30,10:13,889.077
2020-07-30,10:14,889.077
2020-07-30,10:15,889.077
2020-07-30,10:16,889.077
2020-07-30,10:17,889.077
2020-07-30,10:18,889.077
2020-07-30,10:19,889.077
2020-07-30,10:20,889.077
2020-07-30,10:21,889.077
2020-07-30,10:22,889.077
2020-07-30,10:23,889.077
2020-07-30,10:24,889.077
2020-07-30,10:25,889.077
2020-07-30,10:26,889.077
2020-07-30,10:27,889.077
2020-07-30,10:28,889.077
2020-07-30,10:29,889.077
2020-07-30,10:30,889.077
2020-07-30,10:31,889.077
2020-07-30,10:32,889.077
2020-07-30,10:33,889.077
2020-07-30,10:34,889.077
2020-07-30,10:35,889.077
2020-07-30,10:36,889.077
2020-07-30,10:37,889.077
2020-07-30,10:38,889.077
2020-07-30,10:39,889.077
2020-07-30,10:40,889.077
2020-07-30,10:41,889.077
2020-07-30,10:42,889.077
2020-07-30,10:43,889.077
2020-07-30,10:44,889.077
2020-07-30,10:45,889.077
2020-07-30,10:46,889.077
2020-07-30,10:47,889.077
2020-07-30,10:48,889.077
2020-07-30,10:49,889.077
2020-07-30,10:50,889.077
2020-07-30,10:51,889.077
2020-07-30,10:52,889.077
